region,area_sqm,area_km2,parcel_count,parcel_area_sqm,unbuilt_parcel_count,unbuilt_parcel_count_ratio,unbuilt_parcel_area_sqm,unbuilt_parcel_area_ratio
cheongna,1036788.3795067412,1.0367883795067412,117,1036981.1674661565,100,0.8547008547008547,946639.13587252,0.9128797759998039
