tract_id,population,workers,businesses,total_businesses,population_year,employment_business_year,region_code
23080650010308,559,0.0,0.0,4,2023,2023,23080
23080650010309,618,56.0,28.0,39,2023,2023,23080
23080650010501,470,7.0,0.0,11,2023,2023,23080
23080650010601,0,0.0,0.0,1,2023,2023,23080
23080650010602,0,13.0,0.0,11,2023,2023,23080
23080650010603,0,0.0,0.0,0,2023,2023,23080
23080650010604,1868,7.0,0.0,2,2023,2023,23080
23080650010605,0,0.0,0.0,3,2023,2023,23080
23080650010801,472,0.0,0.0,9,2023,2023,23080
23080730010001,471,216.0,107.0,116,2023,2023,23080
23080730010002,407,167.0,38.0,55,2023,2023,23080
23080730010003,415,108.0,53.0,63,2023,2023,23080
23080730010004,600,21.0,11.0,26,2023,2023,23080
23080730010005,628,175.0,70.0,80,2023,2023,23080
23080730010006,522,0.0,0.0,14,2023,2023,23080
23080730010007,428,213.0,47.0,61,2023,2023,23080
23080730010008,527,37.0,19.0,29,2023,2023,23080
23080730010101,654,21.0,8.0,14,2023,2023,23080
23080730010102,527,7.0,5.0,15,2023,2023,23080
23080730010301,544,5.0,5.0,14,2023,2023,23080
23080730010401,402,12.0,0.0,8,2023,2023,23080
23080730020001,354,88.0,0.0,23,2023,2023,23080
23080730020003,458,713.0,178.0,189,2023,2023,23080
23080730020004,565,30.0,22.0,34,2023,2023,23080
23080730020005,514,189.0,63.0,76,2023,2023,23080
23080730020006,457,86.0,51.0,59,2023,2023,23080
23080730020007,359,13.0,13.0,19,2023,2023,23080
23080730020008,440,32.0,24.0,30,2023,2023,23080
23080730020009,391,86.0,39.0,61,2023,2023,23080
23080730020201,478,67.0,31.0,42,2023,2023,23080
23080730020202,485,7.0,0.0,4,2023,2023,23080
23080730020203,511,0.0,0.0,2,2023,2023,23080
23080730020204,488,5.0,5.0,6,2023,2023,23080
23080730020205,455,16.0,11.0,18,2023,2023,23080
23080730020206,571,0.0,0.0,7,2023,2023,23080
23080730020207,466,0.0,0.0,5,2023,2023,23080
23080730020208,522,9.0,0.0,12,2023,2023,23080
23080730020209,586,8.0,8.0,13,2023,2023,23080
23080730020210,580,15.0,5.0,11,2023,2023,23080
23080730020211,524,0.0,0.0,6,2023,2023,23080
23080730020212,348,0.0,0.0,8,2023,2023,23080
23080730020213,493,30.0,0.0,6,2023,2023,23080
23080730020214,567,6.0,6.0,12,2023,2023,23080
23080730020215,543,68.0,34.0,45,2023,2023,23080
23080730020216,564,34.0,0.0,16,2023,2023,23080
23080730020217,510,7.0,7.0,10,2023,2023,23080
23080730020218,441,13.0,8.0,12,2023,2023,23080
23080730030001,376,6824.0,1211.0,1213,2023,2023,23080
23080730030002,559,91.0,6.0,20,2023,2023,23080
23080730030003,358,328.0,19.0,28,2023,2023,23080
23080730030005,301,9009.0,968.0,980,2023,2023,23080
23080730030006,0,0.0,0.0,0,2023,2023,23080
23080730030009,430,25.0,9.0,24,2023,2023,23080
23080730030010,682,34.0,12.0,29,2023,2023,23080
23080730030011,553,27.0,8.0,15,2023,2023,23080
23080730030012,590,104.0,24.0,43,2023,2023,23080
23080730030013,0,0.0,0.0,0,2023,2023,23080
23080730030014,0,0.0,0.0,0,2023,2023,23080
23080730030101,506,32.0,19.0,28,2023,2023,23080
23080730030102,608,6.0,6.0,19,2023,2023,23080
23080730030103,618,24.0,8.0,20,2023,2023,23080
23080730030104,558,13.0,7.0,17,2023,2023,23080
23080730030105,573,13.0,6.0,13,2023,2023,23080
23080730030106,593,15.0,0.0,10,2023,2023,23080
23080730030201,483,21.0,10.0,22,2023,2023,23080
23080730030202,493,15.0,7.0,14,2023,2023,23080
23080730030203,558,17.0,10.0,24,2023,2023,23080
23080730030204,576,37.0,10.0,16,2023,2023,23080
23080730030301,614,28.0,12.0,19,2023,2023,23080
23080730030302,567,27.0,8.0,20,2023,2023,23080
23080730030303,554,14.0,8.0,14,2023,2023,23080
23080740010001,837,502.0,119.0,136,2023,2023,23080
23080740020001,667,1626.0,449.0,458,2023,2023,23080
23080740020002,659,1957.0,464.0,464,2023,2023,23080
23080740020003,353,123.0,16.0,25,2023,2023,23080
23080740020004,433,2661.0,671.0,676,2023,2023,23080
23080740020101,453,12.0,0.0,14,2023,2023,23080
23080740020102,398,8.0,8.0,14,2023,2023,23080
23080740020201,460,23.0,7.0,10,2023,2023,23080
23080740020202,657,113.0,51.0,71,2023,2023,23080
23080740020203,461,65.0,39.0,48,2023,2023,23080
23080740020204,398,49.0,9.0,25,2023,2023,23080
23080740020205,486,8.0,6.0,17,2023,2023,23080
23080740020301,403,18.0,16.0,18,2023,2023,23080
23080740020302,399,17.0,8.0,15,2023,2023,23080
23080740020401,391,0.0,0.0,5,2023,2023,23080
23080740020402,390,21.0,6.0,14,2023,2023,23080
23080740020501,464,7.0,7.0,9,2023,2023,23080
23080740020502,467,10.0,7.0,10,2023,2023,23080
23080740020503,425,8.0,0.0,7,2023,2023,23080
23080740020601,569,13.0,6.0,15,2023,2023,23080
23080740020701,460,109.0,49.0,67,2023,2023,23080
23080740020702,821,67.0,28.0,41,2023,2023,23080
23080740020703,858,216.0,61.0,81,2023,2023,23080
23080740020801,432,14.0,7.0,9,2023,2023,23080
23080740020802,499,0.0,0.0,13,2023,2023,23080
23080740020803,533,12.0,6.0,11,2023,2023,23080
23080740020804,449,25.0,0.0,13,2023,2023,23080
23080740030001,371,465.0,83.0,90,2023,2023,23080
23080740030101,573,52.0,24.0,35,2023,2023,23080
23080740030102,544,19.0,6.0,19,2023,2023,23080
23080740030103,622,15.0,9.0,13,2023,2023,23080
23080740030104,691,26.0,13.0,20,2023,2023,23080
23080740030105,600,7.0,7.0,11,2023,2023,23080
23080740030201,390,21.0,16.0,22,2023,2023,23080
23080740030202,483,7.0,7.0,10,2023,2023,23080
23080740030203,480,7.0,7.0,10,2023,2023,23080
23080740030204,364,5.0,0.0,8,2023,2023,23080
23080740030205,507,35.0,0.0,16,2023,2023,23080
23080740030206,516,6.0,6.0,8,2023,2023,23080
23080740040001,475,227.0,99.0,111,2023,2023,23080
23080740040002,576,600.0,153.0,164,2023,2023,23080
23080740040101,552,6.0,6.0,11,2023,2023,23080
23080740040102,421,6.0,6.0,11,2023,2023,23080
23080740040103,502,0.0,0.0,9,2023,2023,23080
23080740040104,431,22.0,0.0,16,2023,2023,23080
23080740040105,456,20.0,7.0,15,2023,2023,23080
23080740040201,374,20.0,5.0,18,2023,2023,23080
23080740040202,562,24.0,11.0,15,2023,2023,23080
23080740040203,604,12.0,10.0,16,2023,2023,23080
23080740040301,634,6.0,6.0,16,2023,2023,23080
23080740040302,360,0.0,0.0,11,2023,2023,23080
23080740040303,370,0.0,0.0,7,2023,2023,23080
23080740040304,606,0.0,0.0,7,2023,2023,23080
23080740040305,597,83.0,29.0,38,2023,2023,23080
23080740040401,588,14.0,7.0,11,2023,2023,23080
23080740040402,613,6.0,6.0,14,2023,2023,23080
23080740040403,624,19.0,0.0,17,2023,2023,23080
23080740040404,310,0.0,0.0,5,2023,2023,23080
23080740050001,95,3482.0,770.0,776,2023,2023,23080
23080780010001,387,222.0,89.0,96,2023,2023,23080
23080780010002,397,278.0,72.0,74,2023,2023,23080
23080780010101,432,34.0,5.0,22,2023,2023,23080
23080780010102,422,15.0,0.0,12,2023,2023,23080
23080780010103,464,6.0,6.0,12,2023,2023,23080
23080780010104,474,6.0,6.0,6,2023,2023,23080
23080780010105,535,14.0,8.0,16,2023,2023,23080
23080780010106,456,0.0,0.0,8,2023,2023,23080
23080780010107,449,17.0,5.0,6,2023,2023,23080
23080780010108,542,13.0,0.0,9,2023,2023,23080
23080780020001,328,1402.0,394.0,405,2023,2023,23080
23080780020002,435,147.0,24.0,41,2023,2023,23080
23080780020101,491,8.0,6.0,13,2023,2023,23080
23080780020102,543,24.0,9.0,19,2023,2023,23080
23080780020103,628,20.0,9.0,19,2023,2023,23080
23080780020104,518,29.0,11.0,19,2023,2023,23080
23080780020201,610,23.0,8.0,18,2023,2023,23080
23080780020202,481,8.0,7.0,14,2023,2023,23080
23080780020203,540,37.0,20.0,25,2023,2023,23080
23080780020204,514,13.0,8.0,16,2023,2023,23080
23080780030001,0,70.0,0.0,5,2023,2023,23080
23080780030101,657,26.0,13.0,30,2023,2023,23080
23080780030102,438,7.0,7.0,9,2023,2023,23080
23080780030103,353,0.0,0.0,5,2023,2023,23080
23080780030104,387,5.0,0.0,4,2023,2023,23080
23080780030105,407,0.0,0.0,5,2023,2023,23080
23080780030106,391,6.0,6.0,6,2023,2023,23080
23080780030107,476,5.0,0.0,7,2023,2023,23080
23080780030108,621,28.0,6.0,10,2023,2023,23080
23080780030201,523,0.0,0.0,11,2023,2023,23080
23080780030202,573,16.0,7.0,12,2023,2023,23080
23080780030203,387,5.0,5.0,11,2023,2023,23080
23080780030204,428,7.0,0.0,8,2023,2023,23080
23080780030205,459,29.0,19.0,23,2023,2023,23080
23080780030206,590,5.0,5.0,10,2023,2023,23080
23080780040002,0,416.0,94.0,104,2023,2023,23080
23080780040003,1346,1440.0,561.0,562,2023,2023,23080
23080780040005,1116,840.0,288.0,294,2023,2023,23080
23080780040101,376,0.0,0.0,12,2023,2023,23080
23080780040102,378,0.0,0.0,8,2023,2023,23080
23080780040201,394,192.0,70.0,88,2023,2023,23080
23080780040202,498,0.0,0.0,10,2023,2023,23080
23080780040301,326,11.0,6.0,13,2023,2023,23080
23080780040302,489,5.0,5.0,11,2023,2023,23080
23080780040401,423,42.0,21.0,31,2023,2023,23080
23080780040402,448,19.0,9.0,15,2023,2023,23080
23080780040403,558,122.0,72.0,91,2023,2023,23080
23080780040404,549,144.0,37.0,50,2023,2023,23080
23080780040405,530,19.0,0.0,10,2023,2023,23080
23080780040406,490,7.0,7.0,13,2023,2023,23080
23080780040501,355,0.0,0.0,10,2023,2023,23080
23080780040502,465,5.0,0.0,16,2023,2023,23080
23080780040601,516,31.0,11.0,22,2023,2023,23080
23080780040602,618,13.0,6.0,10,2023,2023,23080
23080780040603,620,16.0,15.0,19,2023,2023,23080
23080780040604,579,116.0,67.0,83,2023,2023,23080
23080780040605,584,10.0,10.0,20,2023,2023,23080
23080780040606,482,22.0,17.0,22,2023,2023,23080
23080780040607,595,28.0,16.0,29,2023,2023,23080
23080780040608,601,23.0,16.0,34,2023,2023,23080
23080780050001,584,131.0,14.0,33,2023,2023,23080
23080780050002,511,179.0,90.0,97,2023,2023,23080
23080780050003,396,433.0,104.0,113,2023,2023,23080
23080780050101,528,0.0,0.0,12,2023,2023,23080
23080780050102,509,27.0,0.0,12,2023,2023,23080
23080780050103,473,0.0,0.0,10,2023,2023,23080
23080780050104,551,7.0,7.0,14,2023,2023,23080
23080780050105,485,9.0,9.0,16,2023,2023,23080
23080780050106,497,19.0,16.0,28,2023,2023,23080
23080780050107,482,5.0,5.0,11,2023,2023,23080
23080780050201,657,14.0,7.0,15,2023,2023,23080
23080780050202,380,0.0,0.0,4,2023,2023,23080
23080780050203,656,25.0,8.0,17,2023,2023,23080
23080780050204,381,39.0,6.0,16,2023,2023,23080
23080780050205,446,20.0,0.0,12,2023,2023,23080
23080780050206,364,7.0,5.0,7,2023,2023,23080
23080780050207,630,24.0,14.0,23,2023,2023,23080
23080780050208,389,8.0,0.0,7,2023,2023,23080
23080780050209,350,5.0,5.0,15,2023,2023,23080
23080780050210,379,0.0,0.0,8,2023,2023,23080
23080780050211,368,5.0,5.0,9,2023,2023,23080
23080780060001,0,143.0,0.0,7,2023,2023,23080
23080780060101,359,6.0,6.0,10,2023,2023,23080
23080780060102,551,24.0,12.0,25,2023,2023,23080
23080780060103,366,8.0,0.0,6,2023,2023,23080
23080780060104,362,0.0,0.0,6,2023,2023,23080
23080780060105,367,5.0,5.0,15,2023,2023,23080
23080780060106,532,13.0,6.0,11,2023,2023,23080
23080780060107,419,87.0,25.0,35,2023,2023,23080
23080780060108,370,12.0,5.0,9,2023,2023,23080
23080780060109,528,23.0,7.0,12,2023,2023,23080
23080780060110,520,10.0,10.0,19,2023,2023,23080
23080780060111,525,0.0,0.0,8,2023,2023,23080
23080780060112,389,7.0,0.0,5,2023,2023,23080
23080780060113,366,0.0,0.0,5,2023,2023,23080
23080780060114,358,15.0,0.0,9,2023,2023,23080
23080780060115,384,14.0,6.0,13,2023,2023,23080
23080780070001,0,388.0,0.0,2,2023,2023,23080
23080780080001,240,189.0,0.0,18,2023,2023,23080
23080790010001,0,93.0,0.0,2,2023,2023,23080
23080790010101,561,23.0,15.0,22,2023,2023,23080
23080790010201,652,15.0,6.0,16,2023,2023,23080
23080790020101,494,6.0,0.0,7,2023,2023,23080
23080790020102,616,55.0,23.0,33,2023,2023,23080
23080790020103,382,5.0,5.0,9,2023,2023,23080
23080790020104,570,15.0,7.0,13,2023,2023,23080
23080790020105,625,12.0,12.0,19,2023,2023,23080
23080790020201,581,6.0,6.0,10,2023,2023,23080
23080790020202,521,9.0,9.0,15,2023,2023,23080
23080790020203,499,23.0,6.0,14,2023,2023,23080
23080790020204,528,5.0,5.0,11,2023,2023,23080
23080790020205,575,20.0,9.0,23,2023,2023,23080
23080790030001,390,181.0,70.0,85,2023,2023,23080
23080790030002,362,358.0,116.0,129,2023,2023,23080
23080790030101,355,7.0,0.0,5,2023,2023,23080
23080790030201,666,11.0,0.0,8,2023,2023,23080
23080790040001,411,143.0,67.0,85,2023,2023,23080
23080790040002,323,117.0,31.0,48,2023,2023,23080
23080790040004,1140,112.0,51.0,66,2023,2023,23080
23080790050101,643,7.0,7.0,13,2023,2023,23080
23080790050102,372,17.0,0.0,9,2023,2023,23080
23080790050103,382,34.0,0.0,6,2023,2023,23080
23080790050104,622,12.0,12.0,15,2023,2023,23080
23080790050105,367,13.0,0.0,10,2023,2023,23080
23080790060101,377,22.0,11.0,20,2023,2023,23080
23080790060102,375,7.0,0.0,6,2023,2023,23080
23080790060103,344,0.0,0.0,9,2023,2023,23080
23080790060104,339,9.0,0.0,10,2023,2023,23080
23080790060105,363,5.0,5.0,11,2023,2023,23080
23080790060106,501,8.0,5.0,7,2023,2023,23080
23080790070001,0,242.0,0.0,2,2023,2023,23080
23080790070101,592,27.0,11.0,26,2023,2023,23080
23080790070201,619,18.0,6.0,14,2023,2023,23080
23080790080001,532,253.0,88.0,103,2023,2023,23080
23080790080002,811,1534.0,99.0,117,2023,2023,23080
23080790080101,377,10.0,7.0,10,2023,2023,23080
23080790080102,378,5.0,5.0,11,2023,2023,23080
23080790080103,428,6.0,6.0,11,2023,2023,23080
23080790080104,596,40.0,12.0,24,2023,2023,23080
23080790080201,546,16.0,7.0,14,2023,2023,23080
23080790080202,553,15.0,9.0,17,2023,2023,23080
23080790080203,573,20.0,11.0,19,2023,2023,23080
23080790090001,311,1872.0,60.0,78,2023,2023,23080
23080790100001,362,0.0,0.0,8,2023,2023,23080
23080790100002,423,540.0,12.0,31,2023,2023,23080
23080790100003,452,812.0,119.0,131,2023,2023,23080
23080790100004,313,127.0,34.0,44,2023,2023,23080
23080790100005,875,327.0,162.0,167,2023,2023,23080
23080790100006,446,123.0,7.0,21,2023,2023,23080
23080790100007,534,175.0,21.0,38,2023,2023,23080
23080790100008,257,890.0,30.0,44,2023,2023,23080
23080790100009,1180,751.0,272.0,279,2023,2023,23080
23080790100101,611,16.0,9.0,14,2023,2023,23080
23080790100201,412,18.0,9.0,15,2023,2023,23080
23080790100202,434,12.0,7.0,14,2023,2023,23080
23080790100301,582,13.0,7.0,9,2023,2023,23080
23080790100302,414,11.0,5.0,15,2023,2023,23080
23080790100303,669,11.0,11.0,26,2023,2023,23080
23080790100304,610,49.0,18.0,29,2023,2023,23080
23080790100305,383,6.0,6.0,13,2023,2023,23080
23080790100306,562,25.0,12.0,25,2023,2023,23080
23080790100307,662,16.0,9.0,18,2023,2023,23080
23080790100308,376,0.0,0.0,5,2023,2023,23080
23080790100401,595,38.0,17.0,28,2023,2023,23080
23080790100402,412,6.0,0.0,10,2023,2023,23080
23080790100501,820,46.0,16.0,26,2023,2023,23080
23080790100502,552,49.0,30.0,46,2023,2023,23080
23080790100503,541,17.0,6.0,17,2023,2023,23080
23080800010001,387,2385.0,374.0,387,2023,2023,23080
23080800010002,430,276.0,63.0,82,2023,2023,23080
23080800010003,504,470.0,133.0,144,2023,2023,23080
23080800010004,519,0.0,0.0,5,2023,2023,23080
23080800010005,553,1480.0,318.0,335,2023,2023,23080
23080800010006,385,154.0,0.0,16,2023,2023,23080
23080800010007,492,660.0,213.0,228,2023,2023,23080
23080800010008,465,81.0,15.0,33,2023,2023,23080
23080800010009,408,348.0,120.0,136,2023,2023,23080
23080800010010,536,51.0,23.0,36,2023,2023,23080
23080800010011,475,42.0,22.0,28,2023,2023,23080
23080800010012,601,169.0,81.0,104,2023,2023,23080
23080800010013,455,74.0,24.0,35,2023,2023,23080
23080800010014,354,276.0,74.0,89,2023,2023,23080
23080800010015,499,30.0,17.0,20,2023,2023,23080
23080800010016,409,6.0,6.0,15,2023,2023,23080
23080800010017,445,14.0,0.0,10,2023,2023,23080
23080800010018,606,15.0,12.0,26,2023,2023,23080
23080800010019,438,77.0,6.0,17,2023,2023,23080
23080800010020,523,5.0,5.0,12,2023,2023,23080
23080800010021,439,603.0,225.0,242,2023,2023,23080
23080800010022,514,13.0,8.0,18,2023,2023,23080
23080800010023,443,77.0,7.0,16,2023,2023,23080
23080800010024,450,53.0,27.0,47,2023,2023,23080
23080800010025,581,80.0,7.0,20,2023,2023,23080
23080800010026,387,317.0,95.0,105,2023,2023,23080
23080800010027,568,53.0,31.0,40,2023,2023,23080
23080800010028,372,6.0,6.0,12,2023,2023,23080
23080800010201,380,5.0,0.0,14,2023,2023,23080
23080800010202,373,8.0,8.0,16,2023,2023,23080
23080800010301,440,13.0,6.0,10,2023,2023,23080
23080800010401,578,19.0,8.0,16,2023,2023,23080
23080800010402,542,20.0,7.0,18,2023,2023,23080
23080800010601,366,17.0,10.0,21,2023,2023,23080
23080800010602,450,12.0,7.0,15,2023,2023,23080
23080800010701,355,0.0,0.0,5,2023,2023,23080
23080800010702,420,6.0,5.0,14,2023,2023,23080
23080800010801,586,46.0,22.0,38,2023,2023,23080
23080800010802,427,42.0,5.0,18,2023,2023,23080
23080800010901,367,12.0,7.0,13,2023,2023,23080
23080800010902,427,40.0,14.0,30,2023,2023,23080
23080800011001,502,7.0,0.0,8,2023,2023,23080
23080800011002,426,0.0,0.0,5,2023,2023,23080
23080800011201,553,0.0,0.0,14,2023,2023,23080
23080800011301,366,0.0,0.0,7,2023,2023,23080
23080800011401,502,0.0,0.0,5,2023,2023,23080
23080800011701,400,0.0,0.0,3,2023,2023,23080
23080800011702,405,5.0,0.0,7,2023,2023,23080
23080800011703,519,23.0,11.0,22,2023,2023,23080
23080800011801,628,13.0,6.0,25,2023,2023,23080
23080800011901,550,7.0,0.0,11,2023,2023,23080
23080800011902,445,35.0,10.0,22,2023,2023,23080
23080800012001,604,12.0,5.0,19,2023,2023,23080
23080800012201,431,0.0,0.0,7,2023,2023,23080
23080800012301,595,22.0,10.0,21,2023,2023,23080
23080800012302,410,25.0,0.0,15,2023,2023,23080
23080800012303,331,0.0,0.0,6,2023,2023,23080
23080800012401,558,12.0,0.0,14,2023,2023,23080
23080800012402,543,9.0,8.0,14,2023,2023,23080
23080800012403,553,49.0,11.0,24,2023,2023,23080
23080800012501,474,17.0,7.0,15,2023,2023,23080
23080800012502,518,14.0,0.0,14,2023,2023,23080
23080800012701,498,36.0,9.0,22,2023,2023,23080
23080800012702,460,15.0,9.0,16,2023,2023,23080
23080800012703,592,6.0,6.0,9,2023,2023,23080
23080800012801,538,5.0,0.0,14,2023,2023,23080
23080800012802,426,6.0,6.0,12,2023,2023,23080
23080800013001,382,0.0,0.0,2,2023,2023,23080
23080800013002,351,0.0,0.0,10,2023,2023,23080
23080800020101,664,18.0,11.0,20,2023,2023,23080
23080800020102,535,13.0,9.0,17,2023,2023,23080
23080810010001,407,1084.0,247.0,266,2023,2023,23080
23080810010002,109,120.0,9.0,21,2023,2023,23080
23080810010003,361,791.0,215.0,230,2023,2023,23080
23080810010101,337,15.0,9.0,15,2023,2023,23080
23080810020001,443,486.0,161.0,168,2023,2023,23080
23080810020002,524,258.0,10.0,29,2023,2023,23080
23080810020003,614,299.0,99.0,121,2023,2023,23080
23080810020004,397,62.0,14.0,26,2023,2023,23080
23080810020005,529,199.0,90.0,106,2023,2023,23080
23080810020006,408,28.0,15.0,39,2023,2023,23080
23080810020101,536,38.0,24.0,31,2023,2023,23080
23080810020102,664,0.0,0.0,9,2023,2023,23080
23080810020103,484,14.0,7.0,15,2023,2023,23080
23080810020201,550,57.0,11.0,33,2023,2023,23080
23080810020202,614,14.0,8.0,13,2023,2023,23080
23080810020203,470,20.0,7.0,14,2023,2023,23080
23080810020301,474,30.0,7.0,23,2023,2023,23080
23080810020302,440,0.0,0.0,3,2023,2023,23080
23080810020303,610,21.0,8.0,18,2023,2023,23080
23080810020401,486,0.0,0.0,13,2023,2023,23080
23080810020402,609,12.0,7.0,15,2023,2023,23080
23080810020403,461,21.0,9.0,15,2023,2023,23080
23080810020404,404,0.0,0.0,9,2023,2023,23080
23080810020405,464,14.0,0.0,17,2023,2023,23080
23080810020406,499,9.0,9.0,16,2023,2023,23080
23080810020407,421,7.0,7.0,16,2023,2023,23080
23080810020408,495,18.0,0.0,12,2023,2023,23080
23080810020409,503,39.0,10.0,23,2023,2023,23080
23080810020501,376,0.0,0.0,7,2023,2023,23080
23080810020601,392,0.0,0.0,6,2023,2023,23080
23080810020602,484,17.0,11.0,17,2023,2023,23080
23080810020603,467,5.0,0.0,9,2023,2023,23080
23080810020701,300,5.0,0.0,8,2023,2023,23080
23080810021001,493,22.0,7.0,16,2023,2023,23080
23080810021002,428,22.0,9.0,17,2023,2023,23080
23080810021003,549,0.0,0.0,6,2023,2023,23080
23080810021401,562,9.0,9.0,14,2023,2023,23080
23080810021402,646,12.0,5.0,17,2023,2023,23080
23080810021501,458,0.0,0.0,7,2023,2023,23080
23080810021502,527,6.0,0.0,11,2023,2023,23080
23080810021503,423,24.0,13.0,21,2023,2023,23080
23080810021601,407,15.0,9.0,13,2023,2023,23080
23080810021602,468,15.0,6.0,18,2023,2023,23080
23080810021603,439,5.0,5.0,8,2023,2023,23080
23080810021701,562,21.0,6.0,18,2023,2023,23080
23080810021702,379,12.0,0.0,6,2023,2023,23080
23080810021703,445,0.0,0.0,8,2023,2023,23080
23080810021801,718,26.0,19.0,35,2023,2023,23080
23080840010001,376,344.0,69.0,80,2023,2023,23080
23080840010002,0,8.0,0.0,2,2023,2023,23080
23080840010101,588,0.0,0.0,11,2023,2023,23080
23080840010102,526,6.0,0.0,8,2023,2023,23080
23080840010103,586,27.0,7.0,23,2023,2023,23080
23080840010104,568,10.0,5.0,7,2023,2023,23080
23080840010201,470,42.0,11.0,20,2023,2023,23080
23080840010202,411,8.0,8.0,13,2023,2023,23080
23080840010203,462,177.0,73.0,83,2023,2023,23080
23080840010301,382,23.0,0.0,10,2023,2023,23080
23080840010302,378,22.0,8.0,21,2023,2023,23080
23080840010303,513,9.0,9.0,15,2023,2023,23080
23080840010401,607,7.0,7.0,17,2023,2023,23080
23080840010501,555,28.0,11.0,17,2023,2023,23080
23080840010502,472,0.0,0.0,6,2023,2023,23080
23080840020001,221,782.0,203.0,211,2023,2023,23080
23080840020101,0,0.0,0.0,0,2023,2023,23080
23080840020201,602,16.0,0.0,17,2023,2023,23080
23080840020202,614,8.0,8.0,14,2023,2023,23080
23080840020203,369,0.0,0.0,8,2023,2023,23080
23080840030002,468,1572.0,545.0,549,2023,2023,23080
23080840030003,341,126.0,32.0,38,2023,2023,23080
23080840030101,404,16.0,5.0,10,2023,2023,23080
23080840030102,444,0.0,0.0,7,2023,2023,23080
23080840030201,623,59.0,26.0,30,2023,2023,23080
23080840030202,485,20.0,5.0,10,2023,2023,23080
23080840030301,391,9.0,0.0,10,2023,2023,23080
23080840030302,543,5.0,5.0,16,2023,2023,23080
23080840030401,498,5.0,0.0,15,2023,2023,23080
23080840030402,471,8.0,0.0,6,2023,2023,23080
23080840030501,468,0.0,0.0,6,2023,2023,23080
23080840030502,394,6.0,6.0,20,2023,2023,23080
23080840030503,392,54.0,8.0,22,2023,2023,23080
23080840040001,464,44.0,13.0,20,2023,2023,23080
23080840040002,467,959.0,243.0,248,2023,2023,23080
23080840040003,408,1097.0,296.0,304,2023,2023,23080
23080840040004,502,8.0,8.0,17,2023,2023,23080
23080840040005,596,80.0,25.0,40,2023,2023,23080
23080840040006,467,11.0,0.0,14,2023,2023,23080
23080840040101,528,11.0,0.0,7,2023,2023,23080
23080840040102,535,6.0,6.0,8,2023,2023,23080
23080840040103,441,0.0,0.0,5,2023,2023,23080
23080840040104,560,13.0,5.0,12,2023,2023,23080
23080840040105,497,31.0,12.0,24,2023,2023,23080
23080840040106,405,14.0,0.0,8,2023,2023,23080
23080840050001,389,1635.0,354.0,366,2023,2023,23080
23080840050002,407,1909.0,281.0,297,2023,2023,23080
23080840050003,396,386.0,85.0,102,2023,2023,23080
23080840050004,398,2010.0,367.0,385,2023,2023,23080
23080840050005,376,7078.0,599.0,615,2023,2023,23080
23080840050006,371,6269.0,673.0,686,2023,2023,23080
23080840050007,430,2995.0,303.0,310,2023,2023,23080
23080840050008,440,2034.0,519.0,524,2023,2023,23080
23080840050009,370,2633.0,296.0,310,2023,2023,23080
23080840050010,0,0.0,0.0,0,2023,2023,23080
23080840050201,506,8.0,8.0,14,2023,2023,23080
23080840050202,631,15.0,14.0,18,2023,2023,23080
23080840050301,563,7.0,7.0,14,2023,2023,23080
23080840050401,451,23.0,10.0,14,2023,2023,23080
23080840050402,470,11.0,0.0,15,2023,2023,23080
23080850010001,485,2227.0,455.0,467,2023,2023,23080
23080850010002,485,11.0,0.0,13,2023,2023,23080
23080850010003,445,94.0,6.0,18,2023,2023,23080
23080850010004,457,16.0,7.0,16,2023,2023,23080
23080850010101,413,5.0,5.0,11,2023,2023,23080
23080850010102,498,7.0,7.0,13,2023,2023,23080
23080850010103,517,14.0,5.0,9,2023,2023,23080
23080850010104,566,28.0,8.0,16,2023,2023,23080
23080850010105,457,0.0,0.0,6,2023,2023,23080
23080850010106,408,0.0,0.0,8,2023,2023,23080
23080850010107,473,30.0,7.0,13,2023,2023,23080
23080850010108,449,116.0,23.0,34,2023,2023,23080
23080850010201,469,37.0,10.0,23,2023,2023,23080
23080850010202,547,27.0,0.0,12,2023,2023,23080
23080850010203,463,13.0,8.0,16,2023,2023,23080
23080850010204,470,7.0,0.0,6,2023,2023,23080
23080850010205,456,0.0,0.0,8,2023,2023,23080
23080850010206,527,5.0,5.0,11,2023,2023,23080
23080850010301,364,25.0,14.0,25,2023,2023,23080
23080850010302,467,5.0,5.0,11,2023,2023,23080
23080850010401,537,16.0,8.0,13,2023,2023,23080
23080850010402,680,19.0,13.0,21,2023,2023,23080
23080850010501,565,12.0,6.0,13,2023,2023,23080
23080850010502,512,0.0,0.0,8,2023,2023,23080
23080850010503,565,8.0,8.0,10,2023,2023,23080
23080850010504,440,31.0,12.0,23,2023,2023,23080
23080850010601,394,19.0,0.0,11,2023,2023,23080
23080850010602,384,0.0,0.0,8,2023,2023,23080
23080850010603,551,6.0,6.0,9,2023,2023,23080
23080850010701,433,0.0,0.0,0,2023,2023,23080
23080850010702,501,6.0,0.0,4,2023,2023,23080
23080850010703,419,12.0,0.0,4,2023,2023,23080
23080850010704,346,20.0,0.0,4,2023,2023,23080
23080850010705,345,0.0,0.0,0,2023,2023,23080
23080850010706,483,0.0,0.0,0,2023,2023,23080
23080850010801,555,12.0,6.0,13,2023,2023,23080
23080850010802,611,20.0,12.0,21,2023,2023,23080
23080850020001,573,27.0,11.0,19,2023,2023,23080
23080850020002,409,500.0,91.0,114,2023,2023,23080
